Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Establishment_Age
FDG09,20.6,Regular,0.047896393,Fruits and Vegetables,185.8556,1987,High,Tier 3,Supermarket Type1,1689.8004,37
FDP25,15.2,Low Fat,0.021240491,Canned,216.9824,1999,Medium,Tier 1,Supermarket Type1,4804.4128,25
FDY27,13.442754010695188,Low Fat,0.031743707,Dairy,179.1344,1985,Medium,Tier 3,Supermarket Type3,1605.9096,39
DRM59,5.88,Low Fat,0.003612411,Hard Drinks,154.1998,2007,Small,Tier 2,Supermarket Type1,3537.3954,17
DRI03,6.03,Low Fat,0.022796178,Dairy,178.1028,2009,Medium,Tier 3,Supermarket Type2,1416.8224,15
FDY03,12.791437125748503,Regular,0.133279499,Meat,112.6202,1985,Small,Tier 1,Grocery Store,675.1212,39
NCV17,18.85,Low Fat,0.016132592,Health and Hygiene,130.2626,1999,Medium,Tier 1,Supermarket Type1,3016.7398,25
NCJ17,7.68,Low Fat,0.152429537,Health and Hygiene,85.5224,1987,High,Tier 3,Supermarket Type1,1278.336,37
NCP54,15.35,Low Fat,0.035348491,Household,124.673,2007,Small,Tier 2,Supermarket Type1,2093.941,17
FDZ15,13.1,Low Fat,0.020903193,Dairy,119.2782,1999,Medium,Tier 1,Supermarket Type1,3098.6332,25
NCR05,10.1,Low Fat,0.054853377,Health and Hygiene,198.6084,2009,Medium,Tier 3,Supermarket Type2,2182.4924,15
FDX03,12.791437125748503,Regular,0.106971167,Meat,44.7744,1985,Small,Tier 1,Grocery Store,135.8232,39
FDQ12,12.65,Low Fat,0.035482562,Baking Goods,231.401,2002,Small,Tier 2,Supermarket Type1,2526.711,22
FDC21,14.6,Regular,0.042923071,Fruits and Vegetables,109.8254,1987,High,Tier 3,Supermarket Type1,1627.881,37
FDQ40,11.1,Regular,0.036174285,Frozen Foods,176.0712,2009,Medium,Tier 3,Supermarket Type2,1581.9408,15
FDI07,12.791437125748503,Regular,0.033597374,Meat,197.2426,1985,Medium,Tier 3,Supermarket Type3,3163.8816,39
FDQ25,8.63,Regular,0.028320655,Canned,172.5422,1999,Medium,Tier 1,Supermarket Type1,2241.7486,25
NCK18,9.6,Low Fat,0.06072282399802762,Household,163.9184,2004,Small,Tier 2,Supermarket Type1,4293.0784,20
DRI25,19.6,Low Fat,0.056744064,Soft Drinks,55.6614,1998,Small,Tier 3,Grocery Store,165.7842,26
DRA24,19.35,Regular,0.039990314,Soft Drinks,165.0868,1999,Medium,Tier 1,Supermarket Type1,982.7208,25
FDA32,14.0,Low Fat,0.030155224,Fruits and Vegetables,214.7192,2002,Small,Tier 2,Supermarket Type1,3020.0688,22
FDE59,12.15,Low Fat,0.062541552,Starchy Foods,34.3532,2009,Medium,Tier 3,Supermarket Type2,251.6724,15
FDY59,8.195,Low Fat,0.031403441,Baking Goods,93.8462,1997,Small,Tier 1,Supermarket Type1,647.8234,27
FDQ20,8.325,Low Fat,0.029845243,Fruits and Vegetables,41.6138,2002,Small,Tier 2,Supermarket Type1,284.2966,22
FDB21,7.475,Low Fat,0.149125615,Fruits and Vegetables,241.6854,2009,Medium,Tier 3,Supermarket Type2,6042.135,15
FDB41,12.870898876404494,Regular,0.170382726,Frozen Foods,45.2718,1985,Small,Tier 1,Grocery Store,47.2718,39
DRG11,6.385,Low Fat,0.083768522,Hard Drinks,109.8596,1987,High,Tier 3,Supermarket Type1,3235.788,37
FDV10,12.999704684317718,Regular,0.116793684,Snack Foods,41.0112,1985,Small,Tier 1,Grocery Store,42.6112,39
FDI41,18.5,Regular,0.062205112,Frozen Foods,148.3418,1987,High,Tier 3,Supermarket Type1,1765.7016,37
FDN10,11.5,Low Fat,0.0463847,Snack Foods,118.9124,2007,Small,Tier 2,Supermarket Type1,1540.6612,17
NCM17,7.93,Low Fat,0.071425647,Health and Hygiene,45.9086,2009,Medium,Tier 3,Supermarket Type2,1070.6064,15
DRG37,11.861774193548387,Low Fat,0.033929133,Soft Drinks,154.3972,1985,Small,Tier 1,Grocery Store,311.5944,39
FDA21,13.65,Low Fat,0.036033639,Snack Foods,183.7924,2002,Small,Tier 2,Supermarket Type1,2591.2936,22
FDM27,12.35,Regular,0.158337479,Meat,157.9946,1987,High,Tier 3,Supermarket Type1,3313.6866,37
FDA32,14.0,Low Fat,0.030140981,Fruits and Vegetables,216.0192,1999,Medium,Tier 1,Supermarket Type1,2588.6304,25
NCZ53,9.6,Low Fat,0.024515221,Health and Hygiene,189.2214,1999,Medium,Tier 1,Supermarket Type1,3956.8494,25
FDW40,14.0,Regular,0.105125569,Frozen Foods,143.2812,2004,Small,Tier 2,Supermarket Type1,3277.0676,20
FDS52,8.89,Low Fat,0.00547348,Frozen Foods,100.5016,2004,Small,Tier 2,Supermarket Type1,1315.6208,20
FDM58,16.85,Regular,0.133385398,Snack Foods,109.8544,1998,Small,Tier 3,Grocery Store,223.7088,26
NCE54,13.375206117021275,Low Fat,0.047098175,Household,75.5354,1985,Small,Tier 1,Grocery Store,150.4708,39
FDS11,7.05,Regular,0.055548003,Breads,225.3088,2004,Small,Tier 2,Supermarket Type1,5816.4288,20
FDL20,17.1,Low Fat,0.128614205,Fruits and Vegetables,111.6886,1999,Medium,Tier 1,Supermarket Type1,1556.6404,25
FDX13,12.33193820224719,Low Fat,0.047551568,Canned,249.1092,1985,Medium,Tier 3,Supermarket Type3,8217.3036,39
FDR21,19.7,Low Fat,0.066879757,Snack Foods,174.437,1987,High,Tier 3,Supermarket Type1,1587.933,37
FDV28,16.1,Regular,0.160379061,Frozen Foods,33.6558,2009,Medium,Tier 3,Supermarket Type2,203.7348,15
FDZ51,11.3,Regular,0.054861393,Meat,96.9094,2007,Small,Tier 2,Supermarket Type1,952.094,17
FDD46,6.035,Low Fat,0.141542481,Snack Foods,153.1998,2002,Small,Tier 2,Supermarket Type1,1537.998,22
FDE23,17.6,Regular,0.053397642,Starchy Foods,46.706,2009,Medium,Tier 3,Supermarket Type2,699.09,15
NCF55,6.675,Low Fat,0.021710275,Household,34.9874,2002,Small,Tier 2,Supermarket Type1,247.0118,22
FDU12,15.5,Regular,0.075688032,Baking Goods,262.9568,1987,High,Tier 3,Supermarket Type1,1845.5976,37
FDZ22,9.395,Low Fat,0.045340279,Snack Foods,85.025,1999,Medium,Tier 1,Supermarket Type1,2080.625,25
FDI44,16.1,Low Fat,0.100149459,Fruits and Vegetables,78.4328,1987,High,Tier 3,Supermarket Type1,1158.492,37
FDH50,15.0,Regular,0.162348584,Canned,185.9266,2007,Small,Tier 2,Supermarket Type1,4610.665,17
FDE57,9.6,Low Fat,0.036341539,Fruits and Vegetables,142.9154,1999,Medium,Tier 1,Supermarket Type1,3261.7542,25
DRJ51,14.1,Low Fat,0.087920675,Dairy,228.5668,1987,High,Tier 3,Supermarket Type1,1151.834,37
FDX52,11.5,Regular,0.042087749,Frozen Foods,192.682,2002,Small,Tier 2,Supermarket Type1,3861.64,22
DRN47,12.1,Low Fat,0.016921927,Hard Drinks,178.366,2007,Small,Tier 2,Supermarket Type1,4314.384,17
FDT21,7.42,Low Fat,0.020423549,Snack Foods,249.0092,1999,Medium,Tier 1,Supermarket Type1,2988.1104,25
FDY21,15.1,Low Fat,0.173833129,Snack Foods,196.511,2002,Small,Tier 2,Supermarket Type1,4713.864,22
FDS58,9.285,Regular,0.021002641,Snack Foods,161.1578,2004,Small,Tier 2,Supermarket Type1,4011.445,20
FDA26,7.855,Regular,0.06101449825,Dairy,220.1482,2009,Medium,Tier 3,Supermarket Type2,4600.0122,15
FDY16,12.870898876404494,Regular,0.091780142,Frozen Foods,182.5266,1985,Medium,Tier 3,Supermarket Type3,6454.931,39
FDF20,12.85,Low Fat,0.033220169,Fruits and Vegetables,196.6768,1997,Small,Tier 1,Supermarket Type1,2759.0752,27
FDI15,13.8,Low Fat,0.141234932,Dairy,263.7884,1987,High,Tier 3,Supermarket Type1,5564.7564,37
FDL08,10.8,Low Fat,0.049709624,Fruits and Vegetables,246.8144,2004,Small,Tier 2,Supermarket Type1,2450.144,20
FDF08,14.3,Regular,0.065153295,Fruits and Vegetables,88.4856,1987,High,Tier 3,Supermarket Type1,1406.1696,37
FDN03,9.8,Regular,0.015087112,Meat,250.1408,2004,Small,Tier 2,Supermarket Type1,4005.4528,20
FDG34,11.5,Regular,0.037782943,Snack Foods,106.6254,2007,Small,Tier 2,Supermarket Type1,325.5762,17
FDA56,9.21,Low Fat,0.008782561,Fruits and Vegetables,119.8414,2002,Small,Tier 2,Supermarket Type1,1340.2554,22
NCI17,13.175058548009366,Low Fat,0.142728113,Health and Hygiene,95.141,1985,Medium,Tier 3,Supermarket Type3,2510.066,39
NCO17,10.0,Low Fat,0.073493831,Health and Hygiene,118.344,1999,Medium,Tier 1,Supermarket Type1,1797.66,25
FDK55,18.5,Low Fat,0.025907416,Meat,87.7172,2007,Small,Tier 2,Supermarket Type1,802.9548,17
FDD10,20.6,Regular,0.046280998,Snack Foods,177.4344,2007,Small,Tier 2,Supermarket Type1,1962.7784,17
NCH18,9.3,Low Fat,0.044624064,Household,245.4802,1987,High,Tier 3,Supermarket Type1,3193.8426,37
NCA53,11.395,Low Fat,0.009898492,Health and Hygiene,48.8034,2002,Small,Tier 2,Supermarket Type1,777.6544,22
DRJ24,11.8,Low Fat,0.189689886,Soft Drinks,184.3924,1998,Small,Tier 3,Grocery Store,370.1848,26
DRN35,8.01,Low Fat,0.070189131,Hard Drinks,37.9532,1987,High,Tier 3,Supermarket Type1,826.9236,37
FDC47,15.0,Low Fat,0.119374946,Snack Foods,229.3694,2009,Medium,Tier 3,Supermarket Type2,5024.1268,15
FDN48,13.35,Low Fat,0.065215312,Baking Goods,93.4804,2009,Medium,Tier 3,Supermarket Type2,1102.5648,15
FDR27,12.791437125748503,Regular,0.095635061,Meat,130.7942,1985,Medium,Tier 3,Supermarket Type3,3047.3666,39
DRL11,10.5,Low Fat,0.048009081,Hard Drinks,157.0946,2004,Small,Tier 2,Supermarket Type1,2209.1244,20
FDQ21,21.25,Low Fat,0.019533098,Snack Foods,120.4756,2007,Small,Tier 2,Supermarket Type1,1938.8096,17
FDY37,17.0,Regular,0.026568875,Canned,142.047,1997,Small,Tier 1,Supermarket Type1,3149.234,27
FDS35,9.3,Low Fat,0.111127966,Breads,63.1826,1987,High,Tier 3,Supermarket Type1,2002.0606,37
DRD60,15.7,Low Fat,0.03723211,Soft Drinks,183.1634,1997,Small,Tier 1,Supermarket Type1,5634.6654,27
DRP47,15.75,Low Fat,0.140603316,Hard Drinks,252.8382,1997,Small,Tier 1,Supermarket Type1,6308.455,27
NCY41,13.175058548009366,Low Fat,0.075368868,Health and Hygiene,35.2532,1985,Medium,Tier 3,Supermarket Type3,970.7364,39
FDR59,14.5,Regular,0.063962842,Breads,263.1594,1999,Medium,Tier 1,Supermarket Type1,2616.594,25
FDM36,12.296461100569259,Regular,0.102830104,Baking Goods,172.6422,1985,Small,Tier 1,Grocery Store,344.8844,39
NCI42,13.375206117021275,Low Fat,0.01031535,Household,208.4954,1985,Medium,Tier 3,Supermarket Type3,3751.1172,39
FDA31,7.1,Low Fat,0.110633958,Fruits and Vegetables,173.808,2007,Small,Tier 2,Supermarket Type1,1211.756,17
FDY33,14.5,Regular,0.06072282399802762,Snack Foods,159.3262,2004,Small,Tier 2,Supermarket Type1,2864.2716,20
FDV40,17.35,Low Fat,0.014721579,Frozen Foods,73.1038,2002,Small,Tier 2,Supermarket Type1,886.8456,22
NCW17,18.0,Low Fat,0.019465205,Health and Hygiene,128.6994,2009,Medium,Tier 3,Supermarket Type2,2441.4886,15
FDN38,6.615,Regular,0.091895319,Canned,248.6408,1987,High,Tier 3,Supermarket Type1,3504.7712,37
FDQ11,11.36758620689655,Regular,0.118535581,Breads,256.3988,1985,Small,Tier 1,Grocery Store,256.9988,39
FDG34,11.5,Regular,0.037646623,Snack Foods,107.5254,2002,Small,Tier 2,Supermarket Type1,325.5762,22
NCN14,19.1,Low Fat,0.092060694,Others,183.7608,1999,Medium,Tier 1,Supermarket Type1,4777.7808,25
FDY46,12.999704684317718,Low Fat,0.04765803,Snack Foods,188.3898,1985,Medium,Tier 3,Supermarket Type3,5238.5144,39
FDS11,7.05,Regular,0.05587277,Breads,222.1088,2007,Small,Tier 2,Supermarket Type1,4026.7584,17
NCA53,13.175058548009366,Low Fat,0.017295906,Health and Hygiene,47.1034,1985,Small,Tier 1,Grocery Store,145.8102,39
NCN30,16.35,Low Fat,0.02844314,Household,98.141,1998,Small,Tier 3,Grocery Store,386.164,26
FDW32,18.35,Regular,0.094296835,Fruits and Vegetables,84.3882,1997,Small,Tier 1,Supermarket Type1,1116.5466,27
NCR42,9.105,Low Fat,0.064410783,Household,33.39,1998,Small,Tier 3,Grocery Store,33.29,26
FDU33,7.63,Regular,0.134684292,Snack Foods,47.0402,2004,Small,Tier 2,Supermarket Type1,1470.0864,20
FDN15,12.791437125748503,Low Fat,0.029299175,Meat,140.318,1985,Small,Tier 1,Grocery Store,139.818,39
FDF14,7.55,Low Fat,0.027224917,Canned,152.934,2002,Small,Tier 2,Supermarket Type1,2450.144,22
NCN19,13.818382352941176,Low Fat,0.021184746,Others,189.553,1985,Small,Tier 1,Grocery Store,379.506,39
NCO43,5.5,Low Fat,0.047059016,Others,100.1016,1987,High,Tier 3,Supermarket Type1,2125.2336,37
FDT19,7.59,Regular,0.14526636,Fruits and Vegetables,172.908,1999,Medium,Tier 1,Supermarket Type1,6231.888,25
DRK12,9.5,Low Fat,0.041851461,Soft Drinks,31.49,1987,High,Tier 3,Supermarket Type1,466.06,37
DRM49,6.11,Regular,0.152262171,Soft Drinks,44.4086,2002,Small,Tier 2,Supermarket Type1,1159.8236,22
FDX43,5.655,Low Fat,0.085757338,Fruits and Vegetables,164.75,2007,Small,Tier 2,Supermarket Type1,1498.05,17
FDS14,7.285,Low Fat,0.049954435,Dairy,156.5288,2004,Small,Tier 2,Supermarket Type1,2356.932,20
NCK07,10.65,Low Fat,0.048762383,Others,165.2526,1999,Medium,Tier 1,Supermarket Type1,3946.8624,25
FDO19,17.7,Regular,0.06072282399802762,Fruits and Vegetables,46.8034,2007,Small,Tier 2,Supermarket Type1,923.4646,17
FDH32,12.8,Low Fat,0.075996742,Fruits and Vegetables,97.141,1987,High,Tier 3,Supermarket Type1,2799.689,37
NCZ41,19.85,Low Fat,0.06101449825,Health and Hygiene,126.1704,2009,Medium,Tier 3,Supermarket Type2,1877.556,15
FDC44,15.6,Low Fat,0.173573164,Fruits and Vegetables,114.4518,2007,Small,Tier 2,Supermarket Type1,2390.8878,17
FDQ59,9.8,Regular,0.056339618,Breads,84.2908,1987,High,Tier 3,Supermarket Type1,755.0172,37
NCO54,19.5,Low Fat,0.014262413,Household,57.1614,1987,High,Tier 3,Supermarket Type1,331.5684,37
DRH36,16.2,Low Fat,0.03338006,Soft Drinks,74.0696,1997,Small,Tier 1,Supermarket Type1,1416.8224,27
FDY35,17.6,Regular,0.016024651,Breads,44.0402,2004,Small,Tier 2,Supermarket Type1,597.2226,20
FDA46,13.6,Low Fat,0.11830085,Snack Foods,196.2136,2007,Small,Tier 2,Supermarket Type1,1944.136,17
NCL18,18.85,Low Fat,0.167552202,Household,193.1136,2004,Small,Tier 2,Supermarket Type1,2332.9632,20
FDL57,15.1,Regular,0.067181098,Snack Foods,258.8304,1999,Medium,Tier 1,Supermarket Type1,5424.9384,25
NCP50,17.35,Low Fat,0.06101449825,Others,79.2618,2009,Medium,Tier 3,Supermarket Type2,966.7416,15
FDZ25,12.33193820224719,Regular,0.08340055660489883,Canned,169.879,1985,Small,Tier 1,Grocery Store,339.558,39
FDH24,20.7,Low Fat,0.021431134,Baking Goods,157.0288,1997,Small,Tier 1,Supermarket Type1,2199.8032,27
FDQ26,13.5,Regular,0.068256316,Dairy,60.9562,2007,Small,Tier 2,Supermarket Type1,533.3058,17
NCK17,13.175058548009366,Low Fat,0.08340055660489883,Health and Hygiene,40.348,1985,Small,Tier 1,Grocery Store,79.896,39
FDO46,12.999704684317718,Regular,0.014143673,Snack Foods,187.3872,1985,Medium,Tier 3,Supermarket Type3,2836.308,39
FDW50,13.1,Low Fat,0.075563757,Dairy,168.1158,2004,Small,Tier 2,Supermarket Type1,2005.3896,20
FDD29,12.15,Low Fat,0.018439138,Frozen Foods,254.7698,1999,Medium,Tier 1,Supermarket Type1,5073.396,25
FDU26,13.442754010695188,Regular,0.074620291,Dairy,120.1782,1985,Small,Tier 1,Grocery Store,357.5346,39
FDX04,12.870898876404494,Regular,0.041370245,Frozen Foods,46.2376,1985,Medium,Tier 3,Supermarket Type3,814.9392,39
FDH31,12.791437125748503,Regular,0.020312314,Meat,98.1042,1985,Medium,Tier 3,Supermarket Type3,2777.7176,39
FDJ45,12.696599999999998,Low Fat,0.128532558,Seafood,34.2216,1985,Small,Tier 1,Grocery Store,173.108,39
FDX55,15.1,Low Fat,0.055195461,Fruits and Vegetables,216.1166,2004,Small,Tier 2,Supermarket Type1,5007.4818,20
FDR02,16.7,Low Fat,0.022065676,Dairy,110.5886,1997,Small,Tier 1,Supermarket Type1,1556.6404,27
NCP55,14.65,Low Fat,0.011212719,Others,55.6614,2002,Small,Tier 2,Supermarket Type1,1049.9666,22
FDT28,13.3,Low Fat,0.063925726,Frozen Foods,151.8708,2007,Small,Tier 2,Supermarket Type1,1655.1788,17
NCJ06,20.1,Low Fat,0.034848629,Household,118.6782,2007,Small,Tier 2,Supermarket Type1,2502.7422,17
FDF08,14.3,Regular,0.06101449825,Fruits and Vegetables,89.8856,2009,Medium,Tier 3,Supermarket Type2,1406.1696,15
FDT21,7.42,Low Fat,0.02050719,Snack Foods,249.7092,2007,Small,Tier 2,Supermarket Type1,7719.2852,17
FDK22,12.999704684317718,Low Fat,0.025960174,Snack Foods,214.885,1985,Medium,Tier 3,Supermarket Type3,4976.855,39
DRJ11,9.5,Low Fat,0.085020342,Hard Drinks,188.7872,1987,High,Tier 3,Supermarket Type1,1701.7848,37
FDH27,7.075,Low Fat,0.097660814,Dairy,141.8128,1998,Small,Tier 3,Grocery Store,143.8128,26
FDU52,12.870898876404494,Low Fat,0.111654545,Frozen Foods,157.063,1985,Small,Tier 1,Grocery Store,312.926,39
FDK50,7.96,Low Fat,0.06072282399802762,Canned,160.7894,2007,Small,Tier 2,Supermarket Type1,3235.788,17
DRJ01,6.135,Low Fat,0.115265695,Soft Drinks,160.5236,2002,Small,Tier 2,Supermarket Type1,2094.6068,22
FDC21,14.6,Regular,0.043133816,Fruits and Vegetables,109.7254,2009,Medium,Tier 3,Supermarket Type2,651.1524,15
FDX39,14.3,Regular,0.049676157,Meat,212.4586,1997,Small,Tier 1,Supermarket Type1,3799.0548,27
NCY54,13.375206117021275,Low Fat,0.176834351,Household,172.1422,1985,Medium,Tier 3,Supermarket Type3,5000.8238,39
FDD58,12.999704684317718,Low Fat,0.103918113,Snack Foods,100.67,1985,Small,Tier 1,Grocery Store,399.48,39
FDW12,8.315,Regular,0.035644325,Baking Goods,147.1444,2002,Small,Tier 2,Supermarket Type1,870.8664,22
FDT16,9.895,Regular,0.048738014,Frozen Foods,262.1278,1999,Medium,Tier 1,Supermarket Type1,3904.917,25
FDC16,11.5,Regular,0.020686161,Dairy,85.054,2007,Small,Tier 2,Supermarket Type1,1731.08,17
FDK52,18.25,Low Fat,0.079342006,Frozen Foods,226.0062,1999,Medium,Tier 1,Supermarket Type1,1805.6496,25
FDS23,4.635,Low Fat,0.140889111,Breads,127.0994,1997,Small,Tier 1,Supermarket Type1,1927.491,27
FDI41,18.5,Regular,0.062245149,Frozen Foods,145.8418,2004,Small,Tier 2,Supermarket Type1,5591.3884,20
FDG33,5.365,Regular,0.140811559,Seafood,173.5764,2009,Medium,Tier 3,Supermarket Type2,2061.3168,15
NCM31,6.095,Low Fat,0.08152738,Others,140.3154,2009,Medium,Tier 3,Supermarket Type2,1843.6002,15
NCY53,13.175058548009366,Low Fat,0.058198141,Health and Hygiene,110.4544,1985,Medium,Tier 3,Supermarket Type3,4250.4672,39
FDY55,16.75,Low Fat,0.081446638,Fruits and Vegetables,257.0988,1999,Medium,Tier 1,Supermarket Type1,6424.97,25
FDQ21,21.25,Low Fat,0.019462623,Snack Foods,120.8756,2002,Small,Tier 2,Supermarket Type1,1575.2828,22
NCD18,13.375206117021275,Low Fat,0.072317217,Household,230.2668,1985,Medium,Tier 3,Supermarket Type3,8062.838,39
FDV09,12.1,Low Fat,0.020684919,Snack Foods,148.5734,2007,Small,Tier 2,Supermarket Type1,1336.2606,17
FDI19,15.1,Low Fat,0.087604871,Meat,242.2512,1998,Small,Tier 3,Grocery Store,484.7024,26
FDY47,8.6,Regular,0.06072282399802762,Breads,131.531,1999,Medium,Tier 1,Supermarket Type1,2466.789,25
DRH37,17.6,Low Fat,0.041681059,Soft Drinks,164.2526,1999,Medium,Tier 1,Supermarket Type1,1315.6208,25
NCL19,15.35,Low Fat,0.015676231,Others,144.047,1997,Small,Tier 1,Supermarket Type1,286.294,27
DRI11,8.26,Low Fat,0.034397781,Hard Drinks,115.7834,2004,Small,Tier 2,Supermarket Type1,2073.3012,20
NCC19,6.57,Low Fat,0.096880574,Household,191.482,1997,Small,Tier 1,Supermarket Type1,5020.132,27
FDS01,11.6,Low Fat,0.017817285,Canned,177.0686,2009,Medium,Tier 3,Supermarket Type2,1422.1488,15
FDX31,20.35,Regular,0.014909465,Fruits and Vegetables,232.3958,2007,Small,Tier 2,Supermarket Type1,6076.0908,17
NCL55,12.15,Low Fat,0.06072282399802762,Others,254.904,1997,Small,Tier 1,Supermarket Type1,4048.064,27
FDW16,17.35,Regular,0.041439718,Frozen Foods,93.7804,1987,High,Tier 3,Supermarket Type1,2848.2924,37
FDT49,7.0,Low Fat,0.151405587,Canned,107.728,1997,Small,Tier 1,Supermarket Type1,2024.032,27
FDW13,8.5,Low Fat,0.097803261,Canned,50.5324,1987,High,Tier 3,Supermarket Type1,882.8508,37
FDC14,14.5,Regular,0.041313203,Canned,42.0454,1999,Medium,Tier 1,Supermarket Type1,377.5086,25
FDS15,9.195,Regular,0.130657442,Meat,106.4596,1998,Small,Tier 3,Grocery Store,215.7192,26
FDS32,17.75,Regular,0.029700018,Fruits and Vegetables,140.3838,1999,Medium,Tier 1,Supermarket Type1,1404.838,25
FDE09,8.775,Low Fat,0.06072282399802762,Fruits and Vegetables,111.3228,1999,Medium,Tier 1,Supermarket Type1,1436.7964,25
FDM12,16.7,Regular,0.070312473,Baking Goods,189.6214,2007,Small,Tier 2,Supermarket Type1,2826.321,17
FDT57,15.2,Low Fat,0.019064377,Snack Foods,238.2248,1999,Medium,Tier 1,Supermarket Type1,3555.372,25
FDM32,20.5,Low Fat,0.020605032,Fruits and Vegetables,91.083,1997,Small,Tier 1,Supermarket Type1,539.298,27
NCS38,13.375206117021275,Low Fat,0.05861472116898396,Household,115.2176,1985,Medium,Tier 3,Supermarket Type3,1030.6584,39
NCW30,5.21,Low Fat,0.011072173,Household,257.8962,2007,Small,Tier 2,Supermarket Type1,4402.9354,17
FDD21,10.3,Regular,0.06072282399802762,Fruits and Vegetables,115.7176,2007,Small,Tier 2,Supermarket Type1,1717.764,17
FDH35,18.25,Low Fat,0.060342304,Starchy Foods,165.9526,1999,Medium,Tier 1,Supermarket Type1,1644.526,25
NCX17,21.25,Low Fat,0.113833823,Health and Hygiene,232.83,2002,Small,Tier 2,Supermarket Type1,1398.18,22
NCI29,8.6,Low Fat,0.032615377,Health and Hygiene,142.9154,2004,Small,Tier 2,Supermarket Type1,992.7078,20
FDL24,10.3,Regular,0.024935297,Baking Goods,172.0422,1999,Medium,Tier 1,Supermarket Type1,3966.1706,25
FDI46,9.5,Low Fat,0.074345268,Snack Foods,251.9724,1997,Small,Tier 1,Supermarket Type1,3523.4136,27
DRQ35,9.3,Low Fat,0.042283454,Hard Drinks,125.4388,2004,Small,Tier 2,Supermarket Type1,3715.164,20
FDM04,9.195,Regular,0.047387144,Frozen Foods,50.8666,2007,Small,Tier 2,Supermarket Type1,871.5322,17
NCJ17,7.68,Low Fat,0.152865879,Health and Hygiene,84.9224,2002,Small,Tier 2,Supermarket Type1,1619.2256,22
NCJ18,13.375206117021275,Low Fat,0.163148041,Household,116.6124,1985,Medium,Tier 3,Supermarket Type3,3199.8348,39
DRF13,12.1,Low Fat,0.02984176,Soft Drinks,144.4444,2002,Small,Tier 2,Supermarket Type1,3628.61,22
FDB39,11.6,Low Fat,0.038511676,Dairy,57.7272,2004,Small,Tier 2,Supermarket Type1,503.3448,20
FDT52,9.695,Regular,0.047622786,Frozen Foods,246.2144,2009,Medium,Tier 3,Supermarket Type2,3675.216,15
FDT60,12.0,Low Fat,0.07554831,Baking Goods,121.9388,1997,Small,Tier 1,Supermarket Type1,3219.8088,27
FDM34,19.0,Low Fat,0.067447572,Snack Foods,132.9626,1997,Small,Tier 1,Supermarket Type1,1967.439,27
FDY27,6.38,Low Fat,0.03187163,Dairy,179.5344,1987,High,Tier 3,Supermarket Type1,4103.9912,37
FDP08,20.5,Regular,0.112638016,Fruits and Vegetables,195.5478,2002,Small,Tier 2,Supermarket Type1,3874.956,22
FDP59,11.36758620689655,Regular,0.056192276,Breads,103.1648,1985,Medium,Tier 3,Supermarket Type3,1973.4312,39
FDQ11,5.695,Regular,0.06797671,Breads,257.4988,2009,Medium,Tier 3,Supermarket Type2,3083.9856,15
FDV01,19.2,Regular,0.142189843,Canned,153.8314,1998,Small,Tier 3,Grocery Store,155.1314,26
FDX31,20.35,Regular,0.014813268,Fruits and Vegetables,234.9958,1987,High,Tier 3,Supermarket Type1,5842.395,37
NCX54,9.195,Low Fat,0.080442371,Household,107.7622,1998,Small,Tier 3,Grocery Store,105.8622,26
